Anio,Mes,Num_Mes,Fecha,Provincia,Distrito,Categoria_enfermedad,Sexo,Nro_casos
2014,Julio,07,2014-07-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Julio,07,2014-07-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Agosto,08,2014-08-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Agosto,08,2014-08-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Setiembre,09,2014-09-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Setiembre,09,2014-09-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Octubre,10,2014-10-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Octubre,10,2014-10-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Noviembre,11,2014-11-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Femenino,1
2014,Noviembre,11,2014-11-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Diciembre,12,2014-12-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Diciembre,12,2014-12-01,Lima,ANCON,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Enero,01,2014-01-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,10
2014,Enero,01,2014-01-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,2
2014,Febrero,02,2014-02-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,6
2014,Febrero,02,2014-02-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,3
2014,Marzo,03,2014-03-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,9
2014,Marzo,03,2014-03-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2014,Abril,04,2014-04-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,10
2014,Abril,04,2014-04-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2014,Mayo,05,2014-05-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,1
2014,Mayo,05,2014-05-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2014,Junio,06,2014-06-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2014,Junio,06,2014-06-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2014,Julio,07,2014-07-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2014,Julio,07,2014-07-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2014,Agosto,08,2014-08-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,1
2014,Agosto,08,2014-08-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2014,Setiembre,09,2014-09-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2014,Setiembre,09,2014-09-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2014,Octubre,10,2014-10-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,4
2014,Octubre,10,2014-10-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,1
2014,Noviembre,11,2014-11-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,6
2014,Noviembre,11,2014-11-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2014,Diciembre,12,2014-12-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,0
2014,Diciembre,12,2014-12-01,Lima,ANCON,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,0
2014,Enero,01,2014-01-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,94
2014,Enero,01,2014-01-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,43
2014,Febrero,02,2014-02-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,68
2014,Febrero,02,2014-02-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,40
2014,Marzo,03,2014-03-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,77
2014,Marzo,03,2014-03-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,39
2014,Abril,04,2014-04-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,77
2014,Abril,04,2014-04-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,53
2014,Mayo,05,2014-05-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,47
2014,Mayo,05,2014-05-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,35
2014,Junio,06,2014-06-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,63
2014,Junio,06,2014-06-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,31
2014,Julio,07,2014-07-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,53
2014,Julio,07,2014-07-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,31
2014,Agosto,08,2014-08-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,87
2014,Agosto,08,2014-08-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,51
2014,Setiembre,09,2014-09-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,74
2014,Setiembre,09,2014-09-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,52
2014,Octubre,10,2014-10-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,100
2014,Octubre,10,2014-10-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,59
2014,Noviembre,11,2014-11-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,103
2014,Noviembre,11,2014-11-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,63
2014,Diciembre,12,2014-12-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,89
2014,Diciembre,12,2014-12-01,Lima,ATE,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,58
2014,Enero,01,2014-01-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,5
2014,Enero,01,2014-01-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,2
2014,Febrero,02,2014-02-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,1
2014,Febrero,02,2014-02-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,0
2014,Marzo,03,2014-03-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,3
2014,Marzo,03,2014-03-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,1
2014,Abril,04,2014-04-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,7
2014,Abril,04,2014-04-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,2
2014,Mayo,05,2014-05-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,3
2014,Mayo,05,2014-05-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,3
2014,Junio,06,2014-06-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,5
2014,Junio,06,2014-06-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,3
2014,Julio,07,2014-07-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,5
2014,Julio,07,2014-07-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,2
2014,Agosto,08,2014-08-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,5
2014,Agosto,08,2014-08-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,3
2014,Setiembre,09,2014-09-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,1
2014,Setiembre,09,2014-09-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,3
2014,Octubre,10,2014-10-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,9
2014,Octubre,10,2014-10-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,4
2014,Noviembre,11,2014-11-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,2
2014,Noviembre,11,2014-11-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,0
2014,Diciembre,12,2014-12-01,Lima,ATE,HIPERTENSION SECUNDARIA,Femenino,2
2014,Diciembre,12,2014-12-01,Lima,ATE,HIPERTENSION SECUNDARIA,Masculino,3
2014,Enero,01,2014-01-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,3
2014,Enero,01,2014-01-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,6
2014,Febrero,02,2014-02-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,4
2014,Febrero,02,2014-02-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2014,Marzo,03,2014-03-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2014,Marzo,03,2014-03-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,2
2014,Abril,04,2014-04-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2014,Abril,04,2014-04-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,2
2014,Mayo,05,2014-05-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,4
2014,Mayo,05,2014-05-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2014,Junio,06,2014-06-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,1
2014,Junio,06,2014-06-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,2
2014,Julio,07,2014-07-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,3
2014,Julio,07,2014-07-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,4
2014,Agosto,08,2014-08-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2014,Agosto,08,2014-08-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2014,Setiembre,09,2014-09-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2014,Setiembre,09,2014-09-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,6
2014,Octubre,10,2014-10-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,3
2014,Octubre,10,2014-10-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Noviembre,11,2014-11-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,5
2014,Noviembre,11,2014-11-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2014,Diciembre,12,2014-12-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Femenino,4
2014,Diciembre,12,2014-12-01,Lima,ATE,OTRAS ARRITMIAS CARDIACAS,Masculino,7
2014,Enero,01,2014-01-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,31
2014,Enero,01,2014-01-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,9
2014,Febrero,02,2014-02-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,26
2014,Febrero,02,2014-02-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,9
2014,Marzo,03,2014-03-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,24
2014,Marzo,03,2014-03-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,11
2014,Abril,04,2014-04-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,14
2014,Abril,04,2014-04-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,8
2014,Mayo,05,2014-05-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,12
2014,Mayo,05,2014-05-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,6
2014,Junio,06,2014-06-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,11
2014,Junio,06,2014-06-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2014,Julio,07,2014-07-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,15
2014,Julio,07,2014-07-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2014,Agosto,08,2014-08-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,10
2014,Agosto,08,2014-08-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,6
2014,Setiembre,09,2014-09-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,13
2014,Setiembre,09,2014-09-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,12
2014,Octubre,10,2014-10-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,24
2014,Octubre,10,2014-10-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,5
2014,Noviembre,11,2014-11-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,11
2014,Noviembre,11,2014-11-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,2
2014,Diciembre,12,2014-12-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Femenino,27
2014,Diciembre,12,2014-12-01,Lima,ATE,VENAS VARICOSAS DE LOS MIEMBROS INFERIORES,Masculino,13
2014,Enero,01,2014-01-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,17
2014,Enero,01,2014-01-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,8
2014,Febrero,02,2014-02-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,15
2014,Febrero,02,2014-02-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,5
2014,Marzo,03,2014-03-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,14
2014,Marzo,03,2014-03-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,9
2014,Abril,04,2014-04-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,14
2014,Abril,04,2014-04-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,7
2014,Mayo,05,2014-05-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,10
2014,Mayo,05,2014-05-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,8
2014,Junio,06,2014-06-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,13
2014,Junio,06,2014-06-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,4
2014,Julio,07,2014-07-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,13
2014,Julio,07,2014-07-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,9
2014,Agosto,08,2014-08-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,10
2014,Agosto,08,2014-08-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,4
2014,Setiembre,09,2014-09-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,13
2014,Setiembre,09,2014-09-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,6
2014,Octubre,10,2014-10-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,17
2014,Octubre,10,2014-10-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,6
2014,Noviembre,11,2014-11-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,14
2014,Noviembre,11,2014-11-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,9
2014,Diciembre,12,2014-12-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Femenino,7
2014,Diciembre,12,2014-12-01,Lima,BARRANCO,HIPERTENSION ESENCIAL (PRIMARIA),Masculino,2
2014,Enero,01,2014-01-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,0
2014,Enero,01,2014-01-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Febrero,02,2014-02-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,1
2014,Febrero,02,2014-02-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,1
2014,Marzo,03,2014-03-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,0
2014,Marzo,03,2014-03-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Abril,04,2014-04-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,0
2014,Abril,04,2014-04-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Mayo,05,2014-05-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,0
2014,Mayo,05,2014-05-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Junio,06,2014-06-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,1
2014,Junio,06,2014-06-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Julio,07,2014-07-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,1
2014,Julio,07,2014-07-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,1
2014,Agosto,08,2014-08-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,0
2014,Agosto,08,2014-08-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Setiembre,09,2014-09-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,1
2014,Setiembre,09,2014-09-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Octubre,10,2014-10-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,1
2014,Octubre,10,2014-10-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Noviembre,11,2014-11-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,1
2014,Noviembre,11,2014-11-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,1
2014,Diciembre,12,2014-12-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Femenino,2
2014,Diciembre,12,2014-12-01,Lima,BARRANCO,HIPERTENSION SECUNDARIA,Masculino,0
2014,Enero,01,2014-01-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Enero,01,2014-01-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Masculino,3
2014,Febrero,02,2014-02-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Femenino,1
2014,Febrero,02,2014-02-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Masculino,1
2014,Marzo,03,2014-03-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Marzo,03,2014-03-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Abril,04,2014-04-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Abril,04,2014-04-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Masculino,0
2014,Mayo,05,2014-05-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Femenino,0
2014,Mayo,05,2014-05-01,Lima,BARRANCO,OTRAS ARRITMIAS CARDIACAS,Masculino,0
